	Kingdom	Phylum	Class	Order	Family	Genus	Species
ASV_20279	Bacteria	Verrucomicrobiota	Verrucomicrobiae	Verrucomicrobiales	Verrucomicrobiaceae	Roseimicrobium	NA
ASV_20280	Bacteria	Cyanobacteria	Cyanobacteriia	Cyanobacteriales	Nostocaceae	NA	NA
ASV_20281	Bacteria	Chloroflexi	Anaerolineae	SBR1031	NA	NA	NA
ASV_20282	Bacteria	Proteobacteria	Gammaproteobacteria	Burkholderiales	Oxalobacteraceae	Pseudoduganella	NA
ASV_20283	Bacteria	Proteobacteria	Alphaproteobacteria	Rickettsiales	Mitochondria	NA	NA
ASV_20284	Bacteria	Proteobacteria	Alphaproteobacteria	Sphingomonadales	Sphingomonadaceae	NA	NA
ASV_20285	Bacteria	Proteobacteria	Gammaproteobacteria	Burkholderiales	NA	NA	NA
ASV_20286	Bacteria	Cyanobacteria	Cyanobacteriia	Chloroplast	NA	NA	NA
ASV_20287	Bacteria	Proteobacteria	Gammaproteobacteria	Burkholderiales	NA	NA	NA
ASV_20288	Bacteria	Actinobacteriota	Actinobacteria	Propionibacteriales	Nocardioidaceae	Marmoricola	NA
ASV_20289	Bacteria	Proteobacteria	Alphaproteobacteria	Rickettsiales	Mitochondria	NA	NA
ASV_20290	Bacteria	Patescibacteria	Microgenomatia	Candidatus Woesebacteria	NA	NA	NA
ASV_20291	Bacteria	Proteobacteria	Gammaproteobacteria	TDNP-Wbc97-11-7-16	NA	NA	NA
ASV_20292	Bacteria	Bacteroidota	Bacteroidia	Sphingobacteriales	Sphingobacteriaceae	Nubsella	NA
ASV_20293	Bacteria	Actinobacteriota	Actinobacteria	Micrococcales	Microbacteriaceae	NA	NA
ASV_20294	Bacteria	Bacteroidota	Bacteroidia	Sphingobacteriales	NA	NA	NA
ASV_20295	Bacteria	Bacteroidota	Bacteroidia	Cytophagales	Microscillaceae	Ohtaekwangia	NA
ASV_20296	Bacteria	Chloroflexi	Ktedonobacteria	Ktedonobacterales	JG30-KF-AS9	NA	NA
ASV_20297	Bacteria	Proteobacteria	NA	NA	NA	NA	NA
ASV_20298	Bacteria	Proteobacteria	Gammaproteobacteria	Pseudomonadales	NA	NA	NA
ASV_20299	Bacteria	NA	NA	NA	NA	NA	NA
ASV_20300	Bacteria	Chloroflexi	Anaerolineae	SBR1031	NA	NA	NA
ASV_20301	Bacteria	Acidobacteriota	Acidobacteriae	Acidobacteriales	Acidobacteriaceae (Subgroup 1)	NA	NA
ASV_20302	Bacteria	NA	NA	NA	NA	NA	NA
ASV_20303	Bacteria	Sumerlaeota	Sumerlaeia	Sumerlaeales	Sumerlaeaceae	Sumerlaea	NA
ASV_20304	Bacteria	Planctomycetota	Phycisphaerae	Tepidisphaerales	WD2101 soil group	NA	NA
ASV_20305	Bacteria	Proteobacteria	Alphaproteobacteria	Rickettsiales	Mitochondria	NA	NA
ASV_20306	Bacteria	Proteobacteria	Gammaproteobacteria	Burkholderiales	Comamonadaceae	Comamonas	NA
ASV_20307	Bacteria	Firmicutes	Bacilli	Lactobacillales	Lactobacillaceae	Latilactobacillus	NA
ASV_20308	Bacteria	Firmicutes	Bacilli	Erysipelotrichales	Erysipelotrichaceae	Holdemanella	NA
ASV_20309	Bacteria	Cyanobacteria	Cyanobacteriia	Chloroplast	NA	NA	NA
ASV_20310	Bacteria	Verrucomicrobiota	Verrucomicrobiae	Methylacidiphilales	Methylacidiphilaceae	NA	NA
ASV_20311	Bacteria	Armatimonadota	Armatimonadia	Armatimonadales	NA	NA	NA
ASV_20312	Bacteria	NA	NA	NA	NA	NA	NA
ASV_20313	Bacteria	Proteobacteria	Alphaproteobacteria	Rickettsiales	Mitochondria	NA	NA
ASV_20314	Bacteria	Bacteroidota	Bacteroidia	Bacteroidales	Barnesiellaceae	Barnesiella	NA
ASV_20315	Bacteria	Gemmatimonadota	Gemmatimonadetes	Gemmatimonadales	Gemmatimonadaceae	NA	NA
ASV_20316	Archaea	Crenarchaeota	Nitrososphaeria	Nitrososphaerales	Nitrososphaeraceae	Candidatus Nitrocosmicus	NA
ASV_20317	Bacteria	Firmicutes	Bacilli	Bacillales	NA	NA	NA
ASV_20318	Bacteria	Chloroflexi	Ktedonobacteria	Ktedonobacterales	JG30-KF-AS9	NA	NA
ASV_20319	Bacteria	Proteobacteria	Alphaproteobacteria	Rickettsiales	Mitochondria	NA	NA
ASV_20320	Bacteria	NA	NA	NA	NA	NA	NA
ASV_20321	Bacteria	Cyanobacteria	Cyanobacteriia	Synechococcales	Cyanobiaceae	NA	NA
ASV_20322	Bacteria	Cyanobacteria	Cyanobacteriia	Chloroplast	NA	NA	NA
ASV_20323	Bacteria	Cyanobacteria	Cyanobacteriia	Chloroplast	NA	NA	NA
ASV_20324	Bacteria	Cyanobacteria	Cyanobacteriia	Synechococcales	Cyanobiaceae	NA	NA
ASV_20325	Bacteria	Chloroflexi	NA	NA	NA	NA	NA
ASV_20326	Bacteria	Cyanobacteria	Cyanobacteriia	Chloroplast	NA	NA	NA
ASV_20327	Bacteria	Bacteroidota	Bacteroidia	NA	NA	NA	NA
ASV_20328	Bacteria	Firmicutes	Clostridia	Oscillospirales	Ruminococcaceae	Anaerotruncus	NA
ASV_20329	Bacteria	Bacteroidota	Bacteroidia	Bacteroidales	NA	NA	NA
ASV_20330	Bacteria	Verrucomicrobiota	Verrucomicrobiae	Opitutales	Opitutaceae	NA	NA
ASV_20331	Bacteria	Cyanobacteria	Cyanobacteriia	Chloroplast	NA	NA	NA
ASV_20332	Bacteria	NA	NA	NA	NA	NA	NA
ASV_20333	Bacteria	Cyanobacteria	Cyanobacteriia	Chloroplast	NA	NA	NA
ASV_20334	Bacteria	Cyanobacteria	Cyanobacteriia	Chloroplast	NA	NA	NA
ASV_20335	Bacteria	NA	NA	NA	NA	NA	NA
ASV_20336	Bacteria	Cyanobacteria	Cyanobacteriia	Chloroplast	NA	NA	NA
ASV_20337	Bacteria	Verrucomicrobiota	Verrucomicrobiae	Chthoniobacterales	Chthoniobacteraceae	Candidatus Udaeobacter	NA
ASV_20338	Bacteria	Firmicutes	Clostridia	Oscillospirales	Ruminococcaceae	Faecalibacterium	NA
ASV_20339	Bacteria	Proteobacteria	Alphaproteobacteria	Rickettsiales	Mitochondria	NA	NA
ASV_20340	Bacteria	Proteobacteria	Gammaproteobacteria	Enterobacterales	Enterobacteriaceae	NA	NA
ASV_20341	Bacteria	Cyanobacteria	Cyanobacteriia	Chloroplast	NA	NA	NA
ASV_20342	Bacteria	Firmicutes	Clostridia	Lachnospirales	Lachnospiraceae	Lachnospiraceae UCG-004	NA
ASV_20343	Bacteria	Firmicutes	NA	NA	NA	NA	NA
ASV_20344	Bacteria	Chloroflexi	Chloroflexia	Chloroflexales	Roseiflexaceae	NA	NA
ASV_20345	Bacteria	Cyanobacteria	Cyanobacteriia	Chloroplast	NA	NA	NA
ASV_20346	Bacteria	Proteobacteria	Alphaproteobacteria	Rhizobiales	NA	NA	NA
ASV_20347	Bacteria	Firmicutes	Clostridia	Lachnospirales	Lachnospiraceae	NA	NA
ASV_20348	Bacteria	Bacteroidota	Bacteroidia	Flavobacteriales	Flavobacteriaceae	NS5 marine group	NA
ASV_20349	Bacteria	Firmicutes	Bacilli	Lactobacillales	Lactobacillaceae	NA	NA
ASV_20350	Bacteria	Bacteroidota	Bacteroidia	Bacteroidales	Porphyromonadaceae	NA	NA
ASV_20351	Bacteria	Proteobacteria	Alphaproteobacteria	Rhizobiales	Beijerinckiaceae	NA	NA
ASV_20352	Bacteria	Cyanobacteria	Cyanobacteriia	Synechococcales	Cyanobiaceae	Synechococcus CC9902	NA
ASV_20353	Bacteria	Firmicutes	Bacilli	Lactobacillales	Enterococcaceae	NA	NA
ASV_20354	Bacteria	Cyanobacteria	Cyanobacteriia	Synechococcales	Cyanobiaceae	NA	NA
ASV_20355	Bacteria	Cyanobacteria	Cyanobacteriia	NA	NA	NA	NA
ASV_20356	Bacteria	Proteobacteria	Gammaproteobacteria	Burkholderiales	Burkholderiaceae	Ralstonia	NA
ASV_20357	Bacteria	Proteobacteria	Gammaproteobacteria	Pseudomonadales	NA	NA	NA
ASV_20358	Bacteria	Cyanobacteria	Cyanobacteriia	Chloroplast	NA	NA	NA
ASV_20359	Bacteria	Proteobacteria	Gammaproteobacteria	Enterobacterales	Enterobacteriaceae	NA	NA
ASV_20360	Bacteria	Cyanobacteria	Cyanobacteriia	Chloroplast	NA	NA	NA
ASV_20361	Bacteria	Cyanobacteria	Cyanobacteriia	Synechococcales	Cyanobiaceae	Synechococcus CC9902	NA
ASV_20362	Bacteria	Proteobacteria	NA	NA	NA	NA	NA
ASV_20363	Bacteria	Cyanobacteria	Cyanobacteriia	Chloroplast	NA	NA	NA
ASV_20364	Bacteria	Firmicutes	Bacilli	Staphylococcales	Staphylococcaceae	Staphylococcus	NA
ASV_20365	Bacteria	Cyanobacteria	Cyanobacteriia	Chloroplast	NA	NA	NA
ASV_20366	Bacteria	Proteobacteria	Gammaproteobacteria	Pseudomonadales	Pseudomonadaceae	Pseudomonas	NA
ASV_20367	Bacteria	Firmicutes	Bacilli	Lactobacillales	Listeriaceae	Listeria	NA
ASV_20368	Bacteria	Cyanobacteria	Cyanobacteriia	Chloroplast	NA	NA	NA
ASV_20369	Bacteria	Firmicutes	Bacilli	Lactobacillales	NA	NA	NA
ASV_20370	Bacteria	Cyanobacteria	Cyanobacteriia	Chloroplast	NA	NA	NA
ASV_20371	Bacteria	Firmicutes	Bacilli	Bacillales	Planococcaceae	Psychrobacillus	NA
ASV_20372	Bacteria	Proteobacteria	Gammaproteobacteria	Pseudomonadales	Pseudomonadaceae	Pseudomonas	NA
ASV_20373	Bacteria	Planctomycetota	Phycisphaerae	Phycisphaerales	Phycisphaeraceae	CL500-3	NA
ASV_20374	Bacteria	NA	NA	NA	NA	NA	NA
ASV_20375	Bacteria	Deferribacterota	Deferribacteres	Deferribacterales	Deferribacteraceae	Denitrovibrio	NA
ASV_20376	Bacteria	Proteobacteria	Alphaproteobacteria	Caulobacterales	Caulobacteraceae	NA	NA
ASV_20377	Bacteria	Proteobacteria	Alphaproteobacteria	Acetobacterales	Acetobacteraceae	Commensalibacter	NA
ASV_20378	Bacteria	Desulfobacterota	Desulfobacteria	Desulfobacterales	Desulfobacteraceae	NA	NA
ASV_20379	Bacteria	Bacteroidota	Bacteroidia	Cytophagales	Cyclobacteriaceae	Fulvivirga	NA
ASV_20380	Bacteria	Bacteroidota	Bacteroidia	Chitinophagales	NA	NA	NA
ASV_20381	Bacteria	Proteobacteria	Gammaproteobacteria	Enterobacterales	Alteromonadaceae	Pseudobowmanella	NA
ASV_20382	Bacteria	Cyanobacteria	Cyanobacteriia	Chloroplast	NA	NA	NA
ASV_20383	Bacteria	Bacteroidota	Bacteroidia	Bacteroidales	Porphyromonadaceae	Porphyromonas	NA
ASV_20384	Bacteria	Proteobacteria	Gammaproteobacteria	Pseudomonadales	Alcanivoracaceae1	Alcanivorax	NA
ASV_20385	Bacteria	Acidobacteriota	Subgroup 22	NA	NA	NA	NA
ASV_20386	Bacteria	Cyanobacteria	Cyanobacteriia	Chloroplast	NA	NA	NA
ASV_20387	Bacteria	Proteobacteria	Gammaproteobacteria	Pseudomonadales	Endozoicomonadaceae	Endozoicomonas	NA
ASV_20388	Archaea	Thermoplasmatota	Thermoplasmata	Methanomassiliicoccales	NA	NA	NA
ASV_20389	Archaea	Nanoarchaeota	Nanoarchaeia	Woesearchaeales	SCGC AAA286-E23	NA	NA
ASV_20390	Bacteria	Bacteroidota	Bacteroidia	Chitinophagales	Saprospiraceae	Lewinella	NA
ASV_20391	Bacteria	Proteobacteria	NA	NA	NA	NA	NA
ASV_20392	Bacteria	Firmicutes	NA	NA	NA	NA	NA
ASV_20393	Bacteria	Cyanobacteria	Cyanobacteriia	Chloroplast	NA	NA	NA
ASV_20394	Bacteria	NA	NA	NA	NA	NA	NA
ASV_20395	Bacteria	Patescibacteria	ABY1	NA	NA	NA	NA
ASV_20396	Bacteria	Proteobacteria	Alphaproteobacteria	Rhodobacterales	Rhodobacteraceae	NA	NA
ASV_20397	Bacteria	Actinobacteriota	Actinobacteria	Corynebacteriales	Corynebacteriaceae	Lawsonella	NA
ASV_20398	Bacteria	Firmicutes	Clostridia	Lachnospirales	Lachnospiraceae	Lachnospiraceae NC2004 group	NA
ASV_20399	Bacteria	Chloroflexi	Anaerolineae	Ardenticatenales	NA	NA	NA
ASV_20400	Bacteria	Planctomycetota	OM190	NA	NA	NA	NA
ASV_20401	Bacteria	Proteobacteria	Gammaproteobacteria	Burkholderiales	Comamonadaceae	NA	NA
ASV_20402	Bacteria	Proteobacteria	Alphaproteobacteria	Rhizobiales	Beijerinckiaceae	Methylobacterium-Methylorubrum	NA
ASV_20403	Bacteria	NA	NA	NA	NA	NA	NA
ASV_20404	Bacteria	Firmicutes	Bacilli	Erysipelotrichales	Erysipelotrichaceae	Faecalitalea	NA
ASV_20405	Bacteria	Cyanobacteria	Cyanobacteriia	Chloroplast	NA	NA	NA
ASV_20406	Bacteria	Cyanobacteria	Cyanobacteriia	Chloroplast	NA	NA	NA
ASV_20407	Bacteria	Proteobacteria	Alphaproteobacteria	Rickettsiales	Mitochondria	NA	NA
ASV_20408	Bacteria	Proteobacteria	Alphaproteobacteria	NA	NA	NA	NA
ASV_20409	Bacteria	Chloroflexi	Anaerolineae	SBR1031	NA	NA	NA
ASV_20410	Bacteria	Proteobacteria	Alphaproteobacteria	Rickettsiales	Mitochondria	NA	NA
ASV_20411	Bacteria	Proteobacteria	NA	NA	NA	NA	NA
ASV_20412	Bacteria	Bacteroidota	Bacteroidia	Cytophagales	Flammeovirgaceae	Flexithrix	NA
ASV_20413	Bacteria	NA	NA	NA	NA	NA	NA
ASV_20414	Bacteria	Proteobacteria	Alphaproteobacteria	Rickettsiales	Mitochondria	NA	NA
ASV_20415	Bacteria	Chloroflexi	Anaerolineae	SBR1031	NA	NA	NA
ASV_20416	Archaea	Nanoarchaeota	Nanoarchaeia	Woesearchaeales	SCGC AAA011-D5	NA	NA
ASV_20417	Bacteria	Latescibacterota	NA	NA	NA	NA	NA
ASV_20418	Bacteria	Proteobacteria	Gammaproteobacteria	NA	NA	NA	NA
ASV_20419	Bacteria	Bacteroidota	Bacteroidia	Cytophagales	Cyclobacteriaceae	Imperialibacter	NA
ASV_20420	Bacteria	Verrucomicrobiota	Chlamydiae	Chlamydiales	Parachlamydiaceae	NA	NA
ASV_20421	Bacteria	Bacteroidota	Bacteroidia	Cytophagales	NA	NA	NA
ASV_20422	Bacteria	Proteobacteria	Gammaproteobacteria	Pseudomonadales	SAR86 clade	NA	NA
ASV_20423	Bacteria	Patescibacteria	Gracilibacteria	NA	NA	NA	NA
ASV_20424	Bacteria	Planctomycetota	Planctomycetes	Planctomycetales	NA	NA	NA
ASV_20425	Bacteria	NA	NA	NA	NA	NA	NA
ASV_20426	Bacteria	Hydrogenedentes	Hydrogenedentia	Hydrogenedentiales	Hydrogenedensaceae	NA	NA
ASV_20427	Bacteria	Proteobacteria	Gammaproteobacteria	NA	NA	NA	NA
ASV_20428	Bacteria	Planctomycetota	Phycisphaerae	CCM11a	NA	NA	NA
ASV_20429	Bacteria	Bacteroidota	Bacteroidia	Cytophagales	Cyclobacteriaceae	NA	NA
ASV_20430	Bacteria	NA	NA	NA	NA	NA	NA
ASV_20431	Bacteria	Desulfobacterota	Desulfobulbia	Desulfobulbales	Desulfocapsaceae	NA	NA
ASV_20432	Bacteria	Chloroflexi	Anaerolineae	Caldilineales	Caldilineaceae	NA	NA
ASV_20433	Bacteria	Proteobacteria	Gammaproteobacteria	Pseudomonadales	Cellvibrionaceae	NA	NA
ASV_20434	Bacteria	Proteobacteria	Alphaproteobacteria	SAR11 clade	NA	NA	NA
ASV_20435	Bacteria	Planctomycetota	Planctomycetes	Pirellulales	Pirellulaceae	Rhodopirellula	NA
ASV_20436	Bacteria	Cyanobacteria	Cyanobacteriia	NA	NA	NA	NA
ASV_20437	Bacteria	Proteobacteria	Alphaproteobacteria	NA	NA	NA	NA
ASV_20438	Bacteria	Bdellovibrionota	Oligoflexia	0319-6G20	NA	NA	NA
ASV_20439	Bacteria	Cyanobacteria	Cyanobacteriia	Chloroplast	NA	NA	NA
ASV_20440	Bacteria	Proteobacteria	Gammaproteobacteria	NA	NA	NA	NA
ASV_20441	Bacteria	Proteobacteria	Gammaproteobacteria	BD7-8	NA	NA	NA
ASV_20442	Bacteria	Chloroflexi	Anaerolineae	SBR1031	A4b	NA	NA
ASV_20443	Bacteria	Proteobacteria	Alphaproteobacteria	NA	NA	NA	NA
ASV_20444	Bacteria	Bacteroidota	Bacteroidia	Chitinophagales	Saprospiraceae	NA	NA
ASV_20445	Bacteria	Proteobacteria	Alphaproteobacteria	Rickettsiales	Mitochondria	NA	NA
ASV_20446	Bacteria	Spirochaetota	Spirochaetia	Spirochaetales	Spirochaetaceae	NA	NA
ASV_20447	Bacteria	Proteobacteria	Alphaproteobacteria	SAR11 clade	Clade II	NA	NA
ASV_20448	Bacteria	Proteobacteria	Gammaproteobacteria	UBA10353 marine group	NA	NA	NA
ASV_20449	Bacteria	NA	NA	NA	NA	NA	NA
ASV_20450	Bacteria	Proteobacteria	Gammaproteobacteria	NA	NA	NA	NA
ASV_20451	Bacteria	Proteobacteria	Alphaproteobacteria	Rhodobacterales	Rhodobacteraceae	NA	NA
ASV_20452	Bacteria	Bacteroidota	Bacteroidia	Flavobacteriales	NA	NA	NA
ASV_20453	Bacteria	Proteobacteria	Alphaproteobacteria	Rhodobacterales	Rhodobacteraceae	Actibacterium	NA
ASV_20454	Bacteria	Bdellovibrionota	Bdellovibrionia	Bdellovibrionales	Bdellovibrionaceae	OM27 clade	NA
ASV_20455	Bacteria	Acidobacteriota	Thermoanaerobaculia	Thermoanaerobaculales	Thermoanaerobaculaceae	Subgroup 10	NA
ASV_20456	Bacteria	NA	NA	NA	NA	NA	NA
ASV_20457	Bacteria	Verrucomicrobiota	Verrucomicrobiae	Methylacidiphilales	Methylacidiphilaceae	NA	NA
ASV_20458	Bacteria	Bacteroidota	Bacteroidia	Cytophagales	Cyclobacteriaceae	NA	NA
ASV_20459	Bacteria	Planctomycetota	Planctomycetes	Planctomycetales	NA	NA	NA
ASV_20460	Bacteria	Actinobacteriota	Acidimicrobiia	Microtrichales	Microtrichaceae	NA	NA
ASV_20461	Bacteria	SAR324 clade(Marine group B)	NA	NA	NA	NA	NA
ASV_20462	Bacteria	Proteobacteria	Gammaproteobacteria	Pseudomonadales	Cellvibrionaceae	NA	NA
ASV_20463	Bacteria	NA	NA	NA	NA	NA	NA
ASV_20464	Bacteria	Proteobacteria	Alphaproteobacteria	Rickettsiales	Mitochondria	NA	NA
ASV_20465	Bacteria	Proteobacteria	Alphaproteobacteria	NA	NA	NA	NA
ASV_20466	Bacteria	Bacteroidota	Bacteroidia	NA	NA	NA	NA
ASV_20467	Bacteria	Proteobacteria	Alphaproteobacteria	Rhodobacterales	Rhodobacteraceae	NA	NA
ASV_20468	Bacteria	Proteobacteria	Alphaproteobacteria	Rhizobiales	NA	NA	NA
ASV_20469	Bacteria	Proteobacteria	Alphaproteobacteria	Rickettsiales	NA	NA	NA
ASV_20470	NA	NA	NA	NA	NA	NA	NA
ASV_20471	Bacteria	Proteobacteria	NA	NA	NA	NA	NA
ASV_20472	Bacteria	NA	NA	NA	NA	NA	NA
ASV_20473	Bacteria	Bacteroidota	Bacteroidia	Cytophagales	Cyclobacteriaceae	Fontibacter	NA
ASV_20474	Bacteria	Proteobacteria	Alphaproteobacteria	SAR11 clade	Clade I	Clade Ia	NA
ASV_20475	Bacteria	Cyanobacteria	Cyanobacteriia	Chloroplast	NA	NA	NA
ASV_20476	Bacteria	Proteobacteria	Alphaproteobacteria	Rickettsiales	Mitochondria	NA	NA
ASV_20477	Bacteria	Armatimonadota	Armatimonadia	Armatimonadales	Armatimonadaceae	Armatimonas	NA
ASV_20478	Bacteria	Cyanobacteria	Cyanobacteriia	Chloroplast	NA	NA	NA
ASV_20479	Bacteria	Nitrospirota	Nitrospiria	Nitrospirales	Nitrospiraceae	Nitrospira	NA
ASV_20480	Bacteria	Planctomycetota	vadinHA49	NA	NA	NA	NA
ASV_20481	Bacteria	Chloroflexi	Ktedonobacteria	Ktedonobacterales	Ktedonobacteraceae	FCPS473	NA
ASV_20482	Bacteria	Bacteroidota	Bacteroidia	Bacteroidales	Prevotellaceae	NA	NA
ASV_20483	Bacteria	Firmicutes	Bacilli	Staphylococcales	Staphylococcaceae	Staphylococcus	NA
ASV_20484	Bacteria	Actinobacteriota	Coriobacteriia	Coriobacteriales	Atopobiaceae	Atopobium	NA
ASV_20485	Bacteria	Chloroflexi	Anaerolineae	SBR1031	A4b	NA	NA
ASV_20486	Bacteria	Actinobacteriota	Actinobacteria	Frankiales	Geodermatophilaceae	NA	NA
ASV_20487	Bacteria	Verrucomicrobiota	Omnitrophia	Omnitrophales	NA	NA	NA
ASV_20488	Bacteria	Proteobacteria	Gammaproteobacteria	Pseudomonadales	Pseudomonadaceae	Pseudomonas	NA
ASV_20489	Bacteria	Proteobacteria	Gammaproteobacteria	Pseudomonadales	Pseudomonadaceae	Pseudomonas	NA
ASV_20490	Bacteria	Proteobacteria	Gammaproteobacteria	NA	NA	NA	NA
ASV_20491	Bacteria	Cyanobacteria	Cyanobacteriia	Chloroplast	NA	NA	NA
ASV_20492	Bacteria	Patescibacteria	Parcubacteria	Candidatus Nomurabacteria	NA	NA	NA
ASV_20493	Bacteria	Firmicutes	Clostridia	Clostridia UCG-014	NA	NA	NA
ASV_20494	Bacteria	Cyanobacteria	Cyanobacteriia	Synechococcales	Cyanobiaceae	Cyanobium PCC-6307	NA
ASV_20495	Bacteria	Actinobacteriota	Acidimicrobiia	Actinomarinales	Actinomarinaceae	Candidatus Actinomarina	NA
ASV_20496	Bacteria	Verrucomicrobiota	Lentisphaeria	Victivallales	NA	NA	NA
ASV_20497	Archaea	Nanoarchaeota	Nanoarchaeia	Woesearchaeales	NA	NA	NA
ASV_20498	Archaea	Nanoarchaeota	Nanoarchaeia	Woesearchaeales	SCGC AAA286-E23	NA	NA
ASV_20499	Bacteria	NA	NA	NA	NA	NA	NA
ASV_20500	Bacteria	Proteobacteria	Gammaproteobacteria	Burkholderiales	Neisseriaceae	Neisseria	NA
ASV_20501	Bacteria	Dependentiae	Babeliae	Babeliales	NA	NA	NA
ASV_20502	Bacteria	Proteobacteria	Gammaproteobacteria	NA	NA	NA	NA
ASV_20503	Bacteria	Proteobacteria	Gammaproteobacteria	NA	NA	NA	NA
ASV_20504	Archaea	Nanoarchaeota	Nanoarchaeia	Woesearchaeales	NA	NA	NA
ASV_20505	Bacteria	Margulisbacteria	NA	NA	NA	NA	NA
ASV_20506	Bacteria	NA	NA	NA	NA	NA	NA
ASV_20507	Bacteria	NA	NA	NA	NA	NA	NA
ASV_20508	Bacteria	Acidobacteriota	Subgroup 21	NA	NA	NA	NA
ASV_20509	Bacteria	Desulfobacterota	Desulfuromonadia	PB19	NA	NA	NA
ASV_20510	Bacteria	Proteobacteria	Alphaproteobacteria	SAR11 clade	Clade II	NA	NA
ASV_20511	Bacteria	Bacteroidota	Bacteroidia	NA	NA	NA	NA
ASV_20512	Bacteria	NA	NA	NA	NA	NA	NA
ASV_20513	Bacteria	NA	NA	NA	NA	NA	NA
ASV_20514	Archaea	Nanoarchaeota	Nanoarchaeia	Woesearchaeales	NA	NA	NA
ASV_20515	Bacteria	Proteobacteria	Gammaproteobacteria	NA	NA	NA	NA
ASV_20516	Bacteria	Patescibacteria	Parcubacteria	NA	NA	NA	NA
ASV_20517	Bacteria	Proteobacteria	Alphaproteobacteria	Rickettsiales	Mitochondria	NA	NA
ASV_20518	Bacteria	NA	NA	NA	NA	NA	NA
ASV_20519	Bacteria	Cyanobacteria	Cyanobacteriia	Chloroplast	NA	NA	NA
ASV_20520	Bacteria	Bacteroidota	Bacteroidia	Flavobacteriales	NS9 marine group	NA	NA
ASV_20521	Bacteria	Patescibacteria	Saccharimonadia	Saccharimonadales	NA	NA	NA
ASV_20522	Bacteria	Proteobacteria	Alphaproteobacteria	NA	NA	NA	NA
ASV_20523	Bacteria	Verrucomicrobiota	Omnitrophia	Omnitrophales	Omnitrophaceae	Candidatus Omnitrophus	NA
ASV_20524	Archaea	Nanoarchaeota	Nanoarchaeia	Woesearchaeales	NA	NA	NA
ASV_20525	Bacteria	Bdellovibrionota	Oligoflexia	Oligoflexales	Oligoflexaceae	NA	NA
ASV_20526	Bacteria	Verrucomicrobiota	Chlamydiae	Chlamydiales	NA	NA	NA
ASV_20527	Bacteria	Bdellovibrionota	Bdellovibrionia	Bdellovibrionales	Bdellovibrionaceae	OM27 clade	NA
ASV_20528	Bacteria	Proteobacteria	Alphaproteobacteria	Rickettsiales	Mitochondria	NA	NA
ASV_20529	Bacteria	Proteobacteria	Alphaproteobacteria	Rickettsiales	Mitochondria	NA	NA
ASV_20530	Bacteria	Planctomycetota	Pla4 lineage	NA	NA	NA	NA
ASV_20531	Bacteria	Proteobacteria	Alphaproteobacteria	Rickettsiales	Mitochondria	NA	NA
ASV_20532	Bacteria	NA	NA	NA	NA	NA	NA
ASV_20533	Bacteria	Proteobacteria	Alphaproteobacteria	Rickettsiales	S25-593	NA	NA
ASV_20534	Bacteria	NA	NA	NA	NA	NA	NA
ASV_20535	Bacteria	Cyanobacteria	Cyanobacteriia	Chloroplast	NA	NA	NA
ASV_20536	Bacteria	Proteobacteria	Alphaproteobacteria	SAR11 clade	Clade I	Clade Ib	NA
ASV_20537	Bacteria	Proteobacteria	NA	NA	NA	NA	NA
ASV_20538	Bacteria	Proteobacteria	Alphaproteobacteria	Rickettsiales	NA	NA	NA
ASV_20539	Bacteria	NA	NA	NA	NA	NA	NA
ASV_20540	Bacteria	Cyanobacteria	Cyanobacteriia	Synechococcales	Cyanobiaceae	NA	NA
ASV_20541	Bacteria	Planctomycetota	Planctomycetes	Pirellulales	Pirellulaceae	NA	NA
ASV_20542	Bacteria	Chloroflexi	Dehalococcoidia	NA	NA	NA	NA
ASV_20543	Bacteria	Spirochaetota	Spirochaetia	Spirochaetales	Spirochaetaceae	GWE2-31-10	NA
ASV_20544	Bacteria	Desulfobacterota	Desulfovibrionia	Desulfovibrionales	Desulfovibrionaceae	Desulfovibrio	NA
ASV_20545	Bacteria	Dependentiae	Babeliae	Babeliales	NA	NA	NA
ASV_20546	Bacteria	NA	NA	NA	NA	NA	NA
ASV_20547	Bacteria	Proteobacteria	NA	NA	NA	NA	NA
ASV_20548	Bacteria	Verrucomicrobiota	Chlamydiae	Chlamydiales	NA	NA	NA
ASV_20549	Bacteria	Cyanobacteria	Cyanobacteriia	NA	NA	NA	NA
ASV_20550	Bacteria	Proteobacteria	NA	NA	NA	NA	NA
ASV_20551	Bacteria	Proteobacteria	Alphaproteobacteria	Rhodospirillales	AEGEAN-169 marine group	NA	NA
ASV_20552	Bacteria	Proteobacteria	Gammaproteobacteria	Pseudomonadales	SAR86 clade	NA	NA
ASV_20553	Bacteria	NA	NA	NA	NA	NA	NA
ASV_20554	Bacteria	Planctomycetota	NA	NA	NA	NA	NA
ASV_20555	Bacteria	Verrucomicrobiota	Lentisphaeria	Lentisphaerales	Lentisphaeraceae	Lentisphaera	NA
ASV_20556	Bacteria	NA	NA	NA	NA	NA	NA
ASV_20557	Bacteria	Bacteroidota	Bacteroidia	Cytophagales	Bernardetiaceae	Garritya	NA
ASV_20558	Bacteria	Proteobacteria	Gammaproteobacteria	Pseudomonadales	SAR86 clade	NA	NA
ASV_20559	Bacteria	Verrucomicrobiota	Chlamydiae	Chlamydiales	NA	NA	NA
