# emapper version: emapper-2.0.1 emapper DB: 2.0
# command: ./emapper.py  -i breviolum_proteins.faa -m diamond --data_dir . -o breviolum --cpu 8
# time: Tue Apr 15 15:47:42 2025
#query_name	seed_eggNOG_ortholog	seed_ortholog_evalue	seed_ortholog_score	best_tax_level	Preferred_name	GOs	EC	KEGG_ko	KEGG_Pathway	KEGG_Module	KEGG_Reaction	KEGG_rclass	BRITE	KEGG_TC	CAZy	BiGG_Reaction	taxonomic scope	eggNOG OGs	best eggNOG OG	COG Functional cat.	eggNOG free text desc.
symbB.v1.2.018462.t1	44056.XP_009037082.1	1.15e-48	195.0	Eukaryota													Eukaryota	2CZXD@1,2SC0X@2759	NA|NA|NA		
symbB.v1.2.018463.t1	5811.TGME49_044100	3.4e-71	253.0	Sarcocystidae				ko:K12844	ko03040,map03040	M00354			ko00000,ko00001,ko00002,ko03041				Apicomplexa	3YA2E@5794,3YJ99@5796,3YUBN@5809,COG1498@1,KOG2574@2759	NA|NA|NA	A	snoRNA binding
symbB.v1.2.018469.t1	2880.D8LIC8	1.58e-53	170.0	Eukaryota	SSNA1	GO:0000086,GO:0000278,GO:0003674,GO:0005488,GO:0005515,GO:0005575,GO:0005622,GO:0005623,GO:0005634,GO:0005737,GO:0005813,GO:0005815,GO:0005829,GO:0005856,GO:0005929,GO:0006810,GO:0006928,GO:0006996,GO:0007017,GO:0007018,GO:0007049,GO:0007154,GO:0007165,GO:0007166,GO:0007224,GO:0007346,GO:0008104,GO:0008150,GO:0009987,GO:0010389,GO:0010564,GO:0010970,GO:0015630,GO:0016043,GO:0022402,GO:0022406,GO:0022607,GO:0023052,GO:0030030,GO:0030031,GO:0030705,GO:0031503,GO:0033036,GO:0034613,GO:0036064,GO:0042073,GO:0042802,GO:0042995,GO:0043113,GO:0043226,GO:0043227,GO:0043228,GO:0043229,GO:0043231,GO:0043232,GO:0044085,GO:0044422,GO:0044424,GO:0044430,GO:0044441,GO:0044444,GO:0044446,GO:0044463,GO:0044464,GO:0044770,GO:0044772,GO:0044782,GO:0044839,GO:0046907,GO:0050789,GO:0050794,GO:0050896,GO:0051179,GO:0051234,GO:0051640,GO:0051641,GO:0051649,GO:0051668,GO:0051716,GO:0051726,GO:0060271,GO:0060830,GO:0065007,GO:0070727,GO:0070925,GO:0071840,GO:0072657,GO:0097711,GO:0099111,GO:0120025,GO:0120031,GO:0120036,GO:0120038,GO:0140056,GO:1901987,GO:1901990,GO:1902749,GO:1903047		ko:K16780					ko00000,ko03036				Eukaryota	2BFAF@1,2S16M@2759	NA|NA|NA	S	ciliary receptor clustering involved in smoothened signaling pathway
symbB.v1.2.018471.t1	55529.EKX36391	7.59e-09	66.2	Eukaryota		GO:0000003,GO:0001101,GO:0003008,GO:0003674,GO:0004888,GO:0004970,GO:0004971,GO:0004984,GO:0005215,GO:0005216,GO:0005230,GO:0005261,GO:0005488,GO:0005515,GO:0005575,GO:0005623,GO:0005886,GO:0005887,GO:0006810,GO:0006811,GO:0006812,GO:0007154,GO:0007165,GO:0007166,GO:0007215,GO:0007600,GO:0007605,GO:0007606,GO:0007608,GO:0007610,GO:0007617,GO:0007618,GO:0007619,GO:0007635,GO:0008049,GO:0008066,GO:0008150,GO:0008324,GO:0008328,GO:0009268,GO:0009593,GO:0009628,GO:0009966,GO:0009967,GO:0009987,GO:0010033,GO:0010034,GO:0010035,GO:0010157,GO:0010447,GO:0010646,GO:0010647,GO:0015075,GO:0015267,GO:0015276,GO:0015318,GO:0016020,GO:0016021,GO:0019098,GO:0019226,GO:0019953,GO:0022414,GO:0022803,GO:0022824,GO:0022834,GO:0022835,GO:0022836,GO:0022838,GO:0022839,GO:0022857,GO:0022890,GO:0023051,GO:0023052,GO:0023056,GO:0030425,GO:0030594,GO:0031224,GO:0031226,GO:0031252,GO:0031253,GO:0031256,GO:0032281,GO:0032501,GO:0032504,GO:0032589,GO:0032590,GO:0032991,GO:0034220,GO:0034702,GO:0034703,GO:0035235,GO:0035637,GO:0036082,GO:0036477,GO:0038023,GO:0039706,GO:0042048,GO:0042221,GO:0042995,GO:0043005,GO:0043025,GO:0043235,GO:0044292,GO:0044297,GO:0044425,GO:0044459,GO:0044463,GO:0044464,GO:0044703,GO:0046677,GO:0048518,GO:0048522,GO:0048583,GO:0048584,GO:0048609,GO:0050789,GO:0050794,GO:0050848,GO:0050850,GO:0050877,GO:0050896,GO:0050906,GO:0050907,GO:0050911,GO:0050954,GO:0051179,GO:0051234,GO:0051606,GO:0051704,GO:0051716,GO:0055085,GO:0060089,GO:0060179,GO:0065007,GO:0070887,GO:0071214,GO:0071229,GO:0071236,GO:0071310,GO:0071311,GO:0071467,GO:0071468,GO:0071683,GO:0071944,GO:0097447,GO:0097458,GO:0098590,GO:0098655,GO:0098796,GO:0098797,GO:0098802,GO:0098878,GO:0099094,GO:0104004,GO:0120025,GO:0120038,GO:1901700,GO:1901701,GO:1902495,GO:1902531,GO:1902533,GO:1990351		ko:K05313,ko:K19398					ko00000,ko03036,ko04040	1.A.10.1.14,1.A.10.1.15,1.A.10.1.16,1.A.10.1.17			Eukaryota	KOG1052@1,KOG1052@2759	NA|NA|NA	U	ionotropic glutamate receptor activity
symbB.v1.2.018472.t1	65393.PCC7424_4251	3.62e-07	60.5	Cyanobacteria													Bacteria	1GQG8@1117,COG0500@1,COG0500@2	NA|NA|NA	Q	Methyltransferase domain
symbB.v1.2.018479.t1	5691.EAN78012	2.88e-09	68.2	Kinetoplastida													Eukaryota	3XWG6@5653,KOG2177@1,KOG2177@2759	NA|NA|NA	O	B-Box-type zinc finger
symbB.v1.2.018484.t1	51453.EGR52997	2.04e-09	66.2	Hypocreaceae				ko:K15502					ko00000,ko01009,ko03400				Fungi	218I0@147550,3AEU0@33154,3P9ZW@4751,3QTFP@4890,3TKAZ@5125,3U3X8@5129,COG0666@1,KOG4177@2759	NA|NA|NA	M	Ankyrin repeats (many copies)
symbB.v1.2.018487.t1	946362.XP_004991398.1	1.29e-14	86.7	Opisthokonta													Opisthokonta	38C2F@33154,COG0457@1,KOG1840@2759	NA|NA|NA	Z	Nephrocystin-3
symbB.v1.2.018488.t1	272952.HpaP802941	4.24e-24	113.0	Peronosporales	lztr1	GO:0003008,GO:0005575,GO:0005622,GO:0005623,GO:0005634,GO:0005654,GO:0005737,GO:0005829,GO:0007600,GO:0008150,GO:0015030,GO:0016604,GO:0019233,GO:0031974,GO:0031981,GO:0032501,GO:0042752,GO:0043226,GO:0043227,GO:0043229,GO:0043231,GO:0043233,GO:0044422,GO:0044424,GO:0044428,GO:0044444,GO:0044446,GO:0044451,GO:0044464,GO:0050789,GO:0050877,GO:0065007,GO:0070013		ko:K12115,ko:K12116,ko:K12117	ko04712,map04712				ko00000,ko00001,ko04121				Eukaryota	2CMFB@1,2QQ74@2759,3Q9Z7@4776	NA|NA|NA	S	Kelch
symbB.v1.2.018491.t1	1303518.CCALI_00677	6.3e-24	117.0	Bacteria													Bacteria	COG3250@1,COG3250@2	NA|NA|NA	G	beta-galactosidase activity
symbB.v1.2.018492.t1	44056.XP_009034246.1	4.02e-83	295.0	Eukaryota	cbhC	GO:0000272,GO:0003674,GO:0003824,GO:0004553,GO:0005975,GO:0005976,GO:0008150,GO:0008152,GO:0009056,GO:0009057,GO:0009251,GO:0016052,GO:0016162,GO:0016787,GO:0016798,GO:0043170,GO:0044042,GO:0044238,GO:0071704,GO:1901575	3.2.1.91	ko:K19668	ko00500,ko01100,ko02020,map00500,map01100,map02020		R02886,R11308	RC00799	ko00000,ko00001,ko01000		GH6		Eukaryota	2QWHE@2759,COG5297@1	NA|NA|NA	G	cellulose 1,4-beta-cellobiosidase activity
symbB.v1.2.018493.t1	504472.Slin_6190	2.4e-36	152.0	Cytophagia			3.2.1.23	ko:K01190	ko00052,ko00511,ko00600,ko01100,map00052,map00511,map00600,map01100		R01105,R01678,R03355,R04783,R06114	RC00049,RC00452	ko00000,ko00001,ko01000				Bacteria	47K4T@768503,4NFPC@976,COG3250@1,COG3250@2	NA|NA|NA	G	Belongs to the glycosyl hydrolase 2 family
symbB.v1.2.018501.t1	296587.XP_002504250.1	3.11e-19	92.8	Viridiplantae		GO:0003674,GO:0005344,GO:0006082,GO:0006629,GO:0006631,GO:0006638,GO:0006639,GO:0006641,GO:0006810,GO:0008150,GO:0008152,GO:0008610,GO:0009058,GO:0009987,GO:0015669,GO:0015671,GO:0015893,GO:0019432,GO:0019752,GO:0032787,GO:0042221,GO:0042493,GO:0043436,GO:0044237,GO:0044238,GO:0044249,GO:0044255,GO:0044281,GO:0045017,GO:0046460,GO:0046463,GO:0046486,GO:0050896,GO:0051179,GO:0051234,GO:0071704,GO:0140104,GO:1901576		ko:K21893					ko00000,ko02000	1.A.107.1.4			Viridiplantae	37TTS@33090,KOG3378@1,KOG3378@2759	NA|NA|NA	C	Belongs to the globin family
symbB.v1.2.018504.t3	157072.XP_008870474.1	2.94e-21	95.9	Eukaryota				ko:K16458					ko00000,ko03036				Eukaryota	KOG4825@1,KOG4825@2759	NA|NA|NA	M	thienylcyclohexylpiperidine binding
symbB.v1.2.018504.t1	5911.EAR95577	5.89e-67	250.0	Ciliophora				ko:K06316,ko:K16458					ko00000,ko02000,ko03036	2.A.66.3			Eukaryota	3ZB05@5878,KOG4825@1,KOG4825@2759	NA|NA|NA	T	thienylcyclohexylpiperidine binding
symbB.v1.2.018504.t2	5911.EAR95577	7.69e-51	202.0	Ciliophora				ko:K06316,ko:K16458					ko00000,ko02000,ko03036	2.A.66.3			Eukaryota	3ZB05@5878,KOG4825@1,KOG4825@2759	NA|NA|NA	T	thienylcyclohexylpiperidine binding
symbB.v1.2.018507.t1	29176.XP_003885125.1	9.44e-22	103.0	Sarcocystidae				ko:K04739	ko04910,map04910				ko00000,ko00001				Apicomplexa	3Y9W7@5794,3YMQQ@5796,3YRHH@5809,COG0664@1,KOG1113@2759	NA|NA|NA	T	cAMP-dependent protein kinase regulatory subunit
symbB.v1.2.018510.t1	248742.XP_005644573.1	2.35e-35	138.0	Chlorophyta	H2A	GO:0000228,GO:0000785,GO:0000790,GO:0003674,GO:0003676,GO:0003677,GO:0005488,GO:0005575,GO:0005622,GO:0005623,GO:0005634,GO:0005694,GO:0005737,GO:0005773,GO:0006325,GO:0006342,GO:0006355,GO:0006950,GO:0006952,GO:0006996,GO:0008150,GO:0009266,GO:0009605,GO:0009607,GO:0009617,GO:0009628,GO:0009889,GO:0009890,GO:0009892,GO:0009987,GO:0010468,GO:0010556,GO:0010558,GO:0010605,GO:0010629,GO:0016043,GO:0016458,GO:0019219,GO:0019222,GO:0031323,GO:0031324,GO:0031326,GO:0031327,GO:0031974,GO:0031981,GO:0040029,GO:0042742,GO:0043207,GO:0043226,GO:0043227,GO:0043228,GO:0043229,GO:0043231,GO:0043232,GO:0043233,GO:0044422,GO:0044424,GO:0044427,GO:0044428,GO:0044444,GO:0044446,GO:0044454,GO:0044464,GO:0045814,GO:0045892,GO:0045934,GO:0048519,GO:0048523,GO:0050789,GO:0050794,GO:0050896,GO:0051171,GO:0051172,GO:0051252,GO:0051253,GO:0051276,GO:0051704,GO:0051707,GO:0060255,GO:0065007,GO:0070013,GO:0071840,GO:0080090,GO:0097159,GO:0098542,GO:1901363,GO:1902679,GO:1903506,GO:1903507,GO:2000112,GO:2000113,GO:2001141		ko:K11251	ko04217,ko05034,ko05322,map04217,map05034,map05322				ko00000,ko00001,ko03036,ko04147				Viridiplantae	34HVF@3041,37TX4@33090,COG5262@1,KOG1757@2759	NA|NA|NA	B	Belongs to the histone H2A family
symbB.v1.2.018512.t1	55529.EKX39874	3.48e-21	101.0	Eukaryota				ko:K11294,ko:K12741,ko:K12885	ko03040,ko05130,map03040,map05130				ko00000,ko00001,ko03009,ko03019,ko03036,ko03041				Eukaryota	KOG0118@1,KOG0118@2759	NA|NA|NA	H	RNA binding
symbB.v1.2.018514.t1	4558.Sb03g033190.1	3.19e-46	168.0	Poales	MKK6	GO:0000003,GO:0000165,GO:0000187,GO:0000280,GO:0000910,GO:0001932,GO:0001934,GO:0003674,GO:0003824,GO:0004672,GO:0004674,GO:0004708,GO:0004712,GO:0005575,GO:0005622,GO:0005623,GO:0005737,GO:0006464,GO:0006468,GO:0006793,GO:0006796,GO:0006807,GO:0006950,GO:0006996,GO:0007049,GO:0007112,GO:0007140,GO:0007154,GO:0007165,GO:0007275,GO:0007276,GO:0007346,GO:0008150,GO:0008152,GO:0009524,GO:0009653,GO:0009791,GO:0009893,GO:0009966,GO:0009967,GO:0009987,GO:0010015,GO:0010033,GO:0010101,GO:0010102,GO:0010200,GO:0010243,GO:0010311,GO:0010562,GO:0010604,GO:0010646,GO:0010647,GO:0016043,GO:0016301,GO:0016310,GO:0016740,GO:0016772,GO:0016773,GO:0019220,GO:0019222,GO:0019538,GO:0019953,GO:0022402,GO:0022412,GO:0022414,GO:0022622,GO:0023014,GO:0023051,GO:0023052,GO:0023056,GO:0031098,GO:0031323,GO:0031325,GO:0031399,GO:0031401,GO:0032147,GO:0032268,GO:0032270,GO:0032501,GO:0032502,GO:0032504,GO:0033206,GO:0033554,GO:0033674,GO:0035556,GO:0036211,GO:0042221,GO:0042325,GO:0042327,GO:0042493,GO:0043085,GO:0043170,GO:0043405,GO:0043406,GO:0043408,GO:0043410,GO:0043412,GO:0043549,GO:0044093,GO:0044237,GO:0044238,GO:0044260,GO:0044267,GO:0044424,GO:0044444,GO:0044464,GO:0044703,GO:0045859,GO:0045860,GO:0045937,GO:0048232,GO:0048285,GO:0048364,GO:0048518,GO:0048522,GO:0048527,GO:0048528,GO:0048583,GO:0048584,GO:0048609,GO:0048646,GO:0048731,GO:0048856,GO:0050789,GO:0050790,GO:0050794,GO:0050896,GO:0051171,GO:0051173,GO:0051174,GO:0051246,GO:0051247,GO:0051301,GO:0051321,GO:0051338,GO:0051347,GO:0051704,GO:0051716,GO:0051726,GO:0060255,GO:0061640,GO:0065007,GO:0065009,GO:0071704,GO:0071840,GO:0071900,GO:0071902,GO:0080090,GO:0090696,GO:0090697,GO:0090698,GO:0099402,GO:0140013,GO:0140096,GO:1901564,GO:1901698,GO:1901700,GO:1902531,GO:1902533,GO:1903046,GO:1905392,GO:1905393	2.7.12.2	ko:K04368,ko:K20603	ko01521,ko01522,ko04010,ko04012,ko04013,ko04014,ko04015,ko04016,ko04022,ko04024,ko04062,ko04066,ko04068,ko04071,ko04072,ko04114,ko04140,ko04150,ko04151,ko04210,ko04218,ko04270,ko04320,ko04370,ko04371,ko04380,ko04510,ko04540,ko04550,ko04620,ko04626,ko04650,ko04660,ko04662,ko04664,ko04666,ko04668,ko04720,ko04722,ko04725,ko04726,ko04730,ko04810,ko04910,ko04912,ko04914,ko04915,ko04916,ko04917,ko04919,ko04921,ko04926,ko04934,ko05020,ko05034,ko05161,ko05164,ko05165,ko05167,ko05200,ko05205,ko05206,ko05210,ko05211,ko05212,ko05213,ko05214,ko05215,ko05216,ko05218,ko05219,ko05220,ko05221,ko05223,ko05224,ko05225,ko05226,ko05230,ko05231,map01521,map01522,map04010,map04012,map04013,map04014,map04015,map04016,map04022,map04024,map04062,map04066,map04068,map04071,map04072,map04114,map04140,map04150,map04151,map04210,map04218,map04270,map04320,map04370,map04371,map04380,map04510,map04540,map04550,map04620,map04626,map04650,map04660,map04662,map04664,map04666,map04668,map04720,map04722,map04725,map04726,map04730,map04810,map04910,map04912,map04914,map04915,map04916,map04917,map04919,map04921,map04926,map04934,map05020,map05034,map05161,map05164,map05165,map05167,map05200,map05205,map05206,map05210,map05211,map05212,map05213,map05214,map05215,map05216,map05218,map05219,map05220,map05221,map05223,map05224,map05225,map05226,map05230,map05231	M00687			ko00000,ko00001,ko00002,ko01000,ko01001				Viridiplantae	37IHU@33090,3G81G@35493,3I5WQ@38820,3KYJG@4447,KOG0581@1,KOG0581@2759	NA|NA|NA	T	belongs to the protein kinase superfamily
symbB.v1.2.018517.t1	195253.Syn6312_0288	6.74e-93	292.0	Synechococcus	petA	GO:0003674,GO:0003824,GO:0005575,GO:0005622,GO:0005623,GO:0008150,GO:0008152,GO:0009512,GO:0009579,GO:0016491,GO:0016667,GO:0016669,GO:0032991,GO:0044424,GO:0044436,GO:0044464,GO:0050338,GO:0055114,GO:0070069	1.8.2.2	ko:K02634,ko:K19713	ko00195,ko01100,map00195,map01100	M00162			ko00000,ko00001,ko00002,ko00194,ko01000				Bacteria	1G07V@1117,1H4CY@1129,COG3258@1,COG3258@2	NA|NA|NA	C	Component of the cytochrome b6-f complex, which mediates electron transfer between photosystem II (PSII) and photosystem I (PSI), cyclic electron flow around PSI, and state transitions
symbB.v1.2.018518.t1	195253.Syn6312_0288	1.13e-94	294.0	Synechococcus	petA	GO:0003674,GO:0003824,GO:0005575,GO:0005622,GO:0005623,GO:0008150,GO:0008152,GO:0009512,GO:0009579,GO:0016491,GO:0016667,GO:0016669,GO:0032991,GO:0044424,GO:0044436,GO:0044464,GO:0050338,GO:0055114,GO:0070069	1.8.2.2	ko:K02634,ko:K19713	ko00195,ko01100,map00195,map01100	M00162			ko00000,ko00001,ko00002,ko00194,ko01000				Bacteria	1G07V@1117,1H4CY@1129,COG3258@1,COG3258@2	NA|NA|NA	C	Component of the cytochrome b6-f complex, which mediates electron transfer between photosystem II (PSII) and photosystem I (PSI), cyclic electron flow around PSI, and state transitions
symbB.v1.2.018519.t1	3067.XP_002959685.1	2.17e-21	94.0	Chlorophyta	petA	GO:0005575,GO:0005622,GO:0005623,GO:0005737,GO:0006091,GO:0008150,GO:0008152,GO:0009507,GO:0009512,GO:0009534,GO:0009535,GO:0009536,GO:0009579,GO:0009767,GO:0009987,GO:0015979,GO:0016020,GO:0019684,GO:0022900,GO:0031976,GO:0031984,GO:0032991,GO:0034357,GO:0042651,GO:0043226,GO:0043227,GO:0043229,GO:0043231,GO:0044237,GO:0044422,GO:0044424,GO:0044434,GO:0044435,GO:0044436,GO:0044444,GO:0044446,GO:0044464,GO:0055035,GO:0055114,GO:0070069		ko:K02634	ko00195,ko01100,map00195,map01100	M00162			ko00000,ko00001,ko00002,ko00194				Viridiplantae	2CMAK@1,2QPT8@2759,34JK2@3041,37MKA@33090	NA|NA|NA	C	Component of the cytochrome b6-f complex, which mediates electron transfer between photosystem II (PSII) and photosystem I (PSI), cyclic electron flow around PSI, and state transitions
symbB.v1.2.018520.t1	195253.Syn6312_0288	2.11e-93	290.0	Synechococcus	petA	GO:0003674,GO:0003824,GO:0005575,GO:0005622,GO:0005623,GO:0008150,GO:0008152,GO:0009512,GO:0009579,GO:0016491,GO:0016667,GO:0016669,GO:0032991,GO:0044424,GO:0044436,GO:0044464,GO:0050338,GO:0055114,GO:0070069	1.8.2.2	ko:K02634,ko:K19713	ko00195,ko01100,map00195,map01100	M00162			ko00000,ko00001,ko00002,ko00194,ko01000				Bacteria	1G07V@1117,1H4CY@1129,COG3258@1,COG3258@2	NA|NA|NA	C	Component of the cytochrome b6-f complex, which mediates electron transfer between photosystem II (PSII) and photosystem I (PSI), cyclic electron flow around PSI, and state transitions
symbB.v1.2.018521.t1	8083.ENSXMAP00000019836	4.1e-64	251.0	Vertebrata													Metazoa	38DPC@33154,3BGB6@33208,3E4E9@33213,48KK2@7711,49MPT@7742,COG2801@1,KOG0017@2759	NA|NA|NA	L	Reverse transcriptase (RNA-dependent DNA polymerase)
symbB.v1.2.018522.t1	1117108.PAALTS15_17361	1.18e-21	105.0	Paenibacillaceae			3.1.4.46,3.2.1.78	ko:K01126,ko:K01218	ko00051,ko00564,ko02024,map00051,map00564,map02024		R01030,R01332,R01470	RC00017,RC00425,RC00467	ko00000,ko00001,ko01000		GH26		Bacteria	1UMW3@1239,277H5@186822,4IU2P@91061,COG0584@1,COG0584@2,COG2273@1,COG2273@2	NA|NA|NA	CG	F5/8 type C domain
symbB.v1.2.018524.t1	78898.MVEG_02500T0	5.85e-10	68.2	Fungi incertae sedis	ACF2	GO:0000272,GO:0000920,GO:0003674,GO:0003824,GO:0004338,GO:0004553,GO:0005575,GO:0005576,GO:0005618,GO:0005622,GO:0005623,GO:0005933,GO:0005935,GO:0005975,GO:0005976,GO:0006073,GO:0006074,GO:0006076,GO:0006996,GO:0007010,GO:0008150,GO:0008152,GO:0008422,GO:0009056,GO:0009057,GO:0009251,GO:0009277,GO:0009986,GO:0009987,GO:0015926,GO:0016043,GO:0016052,GO:0016787,GO:0016798,GO:0030029,GO:0030036,GO:0030312,GO:0030427,GO:0030428,GO:0042973,GO:0043170,GO:0044042,GO:0044237,GO:0044238,GO:0044247,GO:0044248,GO:0044260,GO:0044262,GO:0044264,GO:0044275,GO:0044464,GO:0051273,GO:0051275,GO:0051301,GO:0071704,GO:0071840,GO:0071944,GO:1901575	3.2.1.6	ko:K01180					ko00000,ko01000				Fungi	1GTE6@112252,38G7A@33154,3NTYF@4751,COG5498@1,KOG2254@2759	NA|NA|NA	G	Glycosyl hydrolase family 81
symbB.v1.2.018525.t1	10224.XP_006811365.1	4.06e-09	69.3	Eukaryota				ko:K04153,ko:K04163,ko:K12616	ko03018,ko04014,ko04020,ko04024,ko04080,ko04726,ko04742,map03018,map04014,map04020,map04024,map04080,map04726,map04742				ko00000,ko00001,ko03019,ko04030				Eukaryota	KOG1075@1,KOG1075@2759,KOG3656@1,KOG3656@2759	NA|NA|NA	E	Ribonuclease H protein
symbB.v1.2.018525.t2	10224.XP_006811365.1	4.16e-09	69.3	Eukaryota				ko:K04153,ko:K04163,ko:K12616	ko03018,ko04014,ko04020,ko04024,ko04080,ko04726,ko04742,map03018,map04014,map04020,map04024,map04080,map04726,map04742				ko00000,ko00001,ko03019,ko04030				Eukaryota	KOG1075@1,KOG1075@2759,KOG3656@1,KOG3656@2759	NA|NA|NA	E	Ribonuclease H protein
symbB.v1.2.018530.t1	70448.A0A096P9L3	1.3e-09	62.0	Viridiplantae			3.1.3.48	ko:K17619					ko00000,ko01000,ko01009				Viridiplantae	37JF7@33090,KOG4549@1,KOG4549@2759	NA|NA|NA	S	Magnesium-dependent phosphatase
symbB.v1.2.018532.t1	2880.D7FPU0	3.62e-07	60.1	Eukaryota													Eukaryota	KOG2793@1,KOG2793@2759	NA|NA|NA	S	lysine N-methyltransferase activity
symbB.v1.2.018534.t1	160860.XP_007350196.1	1.52e-37	163.0	Agaricomycetes													Fungi	22FE5@155619,3AQY6@33154,3Q485@4751,3VCCW@5204,COG0553@1,KOG1001@2759	NA|NA|NA	KL	DNA repair protein rad8
symbB.v1.2.018537.t1	1280696.ATVY01000013_gene2380	4.17e-29	124.0	Butyrivibrio			6.5.1.3	ko:K14680					ko00000,ko01000				Bacteria	1V0WB@1239,24BQF@186801,4BXIF@830,COG0639@1,COG0639@2	NA|NA|NA	T	RNA ligase
symbB.v1.2.018541.t1	3847.GLYMA11G33090.1	2.93e-27	125.0	fabids		GO:0003674,GO:0003824,GO:0005575,GO:0005622,GO:0005623,GO:0005737,GO:0005777,GO:0006576,GO:0006595,GO:0006598,GO:0006807,GO:0008150,GO:0008152,GO:0009056,GO:0009308,GO:0009310,GO:0009987,GO:0016491,GO:0016645,GO:0016647,GO:0034641,GO:0042402,GO:0042579,GO:0043226,GO:0043227,GO:0043229,GO:0043231,GO:0044106,GO:0044237,GO:0044424,GO:0044444,GO:0044464,GO:0046592,GO:0055114,GO:0071704,GO:1901564,GO:1901565,GO:1901575	1.5.3.17	ko:K17839	ko00330,ko00410,map00330,map00410		R09076,R09077	RC00053,RC00225	ko00000,ko00001,ko01000				Viridiplantae	37HPC@33090,3GFN3@35493,4JSF9@91835,COG1231@1,KOG0029@2759	NA|NA|NA	Q	Polyamine oxidase
symbB.v1.2.018541.t2	3847.GLYMA11G33090.1	2.88e-27	125.0	fabids		GO:0003674,GO:0003824,GO:0005575,GO:0005622,GO:0005623,GO:0005737,GO:0005777,GO:0006576,GO:0006595,GO:0006598,GO:0006807,GO:0008150,GO:0008152,GO:0009056,GO:0009308,GO:0009310,GO:0009987,GO:0016491,GO:0016645,GO:0016647,GO:0034641,GO:0042402,GO:0042579,GO:0043226,GO:0043227,GO:0043229,GO:0043231,GO:0044106,GO:0044237,GO:0044424,GO:0044444,GO:0044464,GO:0046592,GO:0055114,GO:0071704,GO:1901564,GO:1901565,GO:1901575	1.5.3.17	ko:K17839	ko00330,ko00410,map00330,map00410		R09076,R09077	RC00053,RC00225	ko00000,ko00001,ko01000				Viridiplantae	37HPC@33090,3GFN3@35493,4JSF9@91835,COG1231@1,KOG0029@2759	NA|NA|NA	Q	Polyamine oxidase
symbB.v1.2.018545.t1	40559.M7UIC8	3.95e-06	60.8	Leotiomycetes													Fungi	20YZC@147548,3A2VP@33154,3PAEI@4751,3R0Y4@4890,COG2801@1,KOG0017@2759	NA|NA|NA	L	ADO33890 polyprotein Pyrenophora tritici-repentis
symbB.v1.2.018546.t1	5811.TGME49_076960	1.94e-68	259.0	Apicomplexa													Apicomplexa	2E0HS@1,2S7Y0@2759,3YBMA@5794	NA|NA|NA	S	TPR repeat
symbB.v1.2.018548.t1	110365.A0A023AYT3	1.03e-11	77.8	Eukaryota				ko:K19530,ko:K19755,ko:K20372					ko00000,ko04131,ko04812				Eukaryota	COG4642@1,KOG0231@2759	NA|NA|NA	S	regulation of ryanodine-sensitive calcium-release channel activity
symbB.v1.2.018549.t1	570967.JMLV01000003_gene2119	1.37e-39	157.0	Rhodospirillales	ywtG												Bacteria	1MVKJ@1224,2JUZX@204441,2U3NF@28211,COG0477@1,COG2814@2	NA|NA|NA	EGP	Major facilitator Superfamily
symbB.v1.2.018550.t1	52644.XP_010559708.1	5.62e-24	113.0	Aves	SLC25A39	GO:0000041,GO:0003674,GO:0005215,GO:0005575,GO:0005622,GO:0005623,GO:0005737,GO:0005739,GO:0005740,GO:0005743,GO:0006725,GO:0006778,GO:0006779,GO:0006783,GO:0006807,GO:0006810,GO:0006811,GO:0006812,GO:0006828,GO:0006839,GO:0008150,GO:0008152,GO:0009058,GO:0009987,GO:0016020,GO:0016021,GO:0016530,GO:0018130,GO:0019438,GO:0019866,GO:0022857,GO:0030001,GO:0031090,GO:0031224,GO:0031966,GO:0031967,GO:0031975,GO:0033013,GO:0033014,GO:0034641,GO:0042168,GO:0042440,GO:0042592,GO:0043226,GO:0043227,GO:0043229,GO:0043231,GO:0044237,GO:0044249,GO:0044271,GO:0044422,GO:0044424,GO:0044425,GO:0044429,GO:0044444,GO:0044446,GO:0044464,GO:0046148,GO:0046483,GO:0048878,GO:0050801,GO:0051179,GO:0051186,GO:0051188,GO:0051234,GO:0055065,GO:0055080,GO:0055085,GO:0065007,GO:0065008,GO:0071704,GO:0098771,GO:0140104,GO:1901360,GO:1901362,GO:1901564,GO:1901566,GO:1901576,GO:1990542		ko:K15119					ko00000,ko02000	2.A.29			Metazoa	38GBT@33154,3BE8D@33208,3CYZP@33213,483NY@7711,4926J@7742,4GSFM@8782,KOG0761@1,KOG0761@2759	NA|NA|NA	C	Solute carrier family 25 member 39
symbB.v1.2.018552.t1	2903.EOD35734	2.89e-93	311.0	Eukaryota													Eukaryota	28KXE@1,2QTE1@2759	NA|NA|NA		
symbB.v1.2.018556.t1	946362.XP_004997373.1	1.92e-99	306.0	Opisthokonta			3.4.22.15,3.4.22.38	ko:K01365,ko:K01371	ko04140,ko04142,ko04145,ko04210,ko04380,ko04612,ko04620,ko05205,ko05323,ko05418,map04140,map04142,map04145,map04210,map04380,map04612,map04620,map05205,map05323,map05418				ko00000,ko00001,ko00537,ko01000,ko01002,ko03110				Opisthokonta	38I5R@33154,COG4870@1,KOG1543@2759	NA|NA|NA	O	cysteine-type endopeptidase activity
